日期,行业,市值
2020-02-28,J金融业,121168.9698
2020-03-02,J金融业,124191.4489
2020-03-03,J金融业,124617.0285
2020-03-04,J金融业,125871.2039
2020-03-05,J金融业,129136.9748
2020-03-06,J金融业,126608.4363
2020-03-09,J金融业,123340.5873
2020-03-10,J金融业,125416.162
2020-03-11,J金融业,123390.5304
2020-03-12,J金融业,122633.7933
2020-03-13,J金融业,121152.959
2020-03-16,J金融业,117055.7364
2020-03-17,J金融业,116899.1062
2020-03-18,J金融业,114217.953
2020-03-19,J金融业,112848.3676
2020-03-20,J金融业,114629.0053
2020-03-23,J金融业,111692.9749
2020-03-24,J金融业,114361.497
2020-03-25,J金融业,116436.0279
2020-03-26,J金融业,116140.4751
2020-03-27,J金融业,116455.7662
2020-03-30,J金融业,115885.7094
2020-03-31,J金融业,114933.6921
2020-04-01,J金融业,114727.679
2020-04-02,J金融业,115963.4156
2020-04-03,J金融业,114868.5185
2020-04-07,J金融业,116484.1067
2020-04-08,J金融业,115710.6113
2020-04-09,J金融业,115983.3668
2020-04-10,J金融业,115650.2257
2020-04-13,J金融业,115026.2588
2020-04-14,J金融业,116603.2137
2020-04-15,J金融业,115940.9914
2020-04-16,J金融业,116153.9217
2020-04-17,J金融业,117179.195
2020-04-20,J金融业,117182.5659
2020-04-21,J金融业,116137.9966
2020-04-22,J金融业,116186.7797
2020-04-23,J金融业,115540.1877
2020-04-24,J金融业,114627.3049
2020-04-27,J金融业,115608.001
2020-04-28,J金融业,116140.902
2020-04-29,J金融业,117780.9331
2020-04-30,J金融业,118799.428
2020-05-06,J金融业,117997.1104
2020-05-07,J金融业,117404.0632
2020-05-08,J金融业,118474.6296
2020-05-11,J金融业,118699.7817
2020-05-12,J金融业,118067.1761
2020-05-13,J金融业,118048.6432
2020-05-14,J金融业,116724.6193
2020-05-15,J金融业,116632.487
2020-05-18,J金融业,116490.742
2020-05-19,J金融业,117252.7983
2020-05-20,J金融业,117365.5537
2020-05-21,J金融业,116702.1949
2020-05-22,J金融业,114429.3272
2020-05-25,J金融业,114203.8849
2020-05-26,J金融业,114747.3016
2020-05-27,J金融业,114810.9259
2020-05-28,J金融业,116255.8525
2020-05-29,J金融业,115317.3707
2020-06-01,J金融业,117832.655
2020-06-02,J金融业,118607.108
2020-06-03,J金融业,119119.3561
2020-06-04,J金融业,118794.8482
2020-06-05,J金融业,119377.7228
2020-06-08,J金融业,119877.7404
2019-12-02,K房地产业,19686.86264
2019-12-03,K房地产业,19843.30145
2019-12-04,K房地产业,19797.6128
2019-12-05,K房地产业,19829.45611
2019-12-06,K房地产业,19914.8458
2019-12-09,K房地产业,20275.21656
2019-12-10,K房地产业,20227.12172
2019-12-11,K房地产业,20331.48813
2019-12-12,K房地产业,20215.73575
2019-12-13,K房地产业,20460.46908
2019-12-16,K房地产业,20805.9763
2019-12-17,K房地产业,21186.00581
2019-12-18,K房地产业,21110.87463
2019-12-19,K房地产业,21199.74956
2019-12-20,K房地产业,21591.20665
2019-12-23,K房地产业,21145.86396
2019-12-24,K房地产业,21082.13918
2019-12-25,K房地产业,21006.7424
2019-12-26,K房地产业,21463.75748
2019-12-27,K房地产业,21428.0834
2019-12-30,K房地产业,21759.92829
2019-12-31,K房地产业,21874.21535
2020-01-02,K房地产业,22068.4999
2020-01-03,K房地产业,21933.35292
2020-01-06,K房地产业,21730.22972
2020-01-07,K房地产业,21919.29848
2020-01-08,K房地产业,21526.16275
2020-01-09,K房地产业,21927.58222
2020-01-10,K房地产业,21739.49912
2020-01-13,K房地产业,21895.95101
2020-01-14,K房地产业,21847.68511
2020-01-15,K房地产业,21562.4455
2020-01-16,K房地产业,21503.81358
2020-01-17,K房地产业,21441.10334
2020-01-20,K房地产业,21350.25689
2020-01-21,K房地产业,20900.08219
2020-01-22,K房地产业,21149.42176
2020-01-23,K房地产业,20388.72062
2020-02-03,K房地产业,18446.58713
2020-02-04,K房地产业,18498.59965
2020-02-05,K房地产业,18679.25289
2020-02-06,K房地产业,18875.4963
2020-02-07,K房地产业,18819.00344
2020-02-10,K房地产业,19248.1386
2020-02-11,K房地产业,19417.17531
2020-02-12,K房地产业,19451.78585
2020-02-13,K房地产业,19694.41881
2020-02-14,K房地产业,20219.11626
2020-02-17,K房地产业,20404.04624
2020-02-18,K房地产业,20219.65689
2020-02-19,K房地产业,20267.15292
2020-02-20,K房地产业,20454.08741
2020-02-21,K房地产业,20297.00609
2020-02-24,K房地产业,20012.78574
2020-02-25,K房地产业,19976.4881
2020-02-26,K房地产业,20397.97486
2020-02-27,K房地产业,20175.6662
2020-02-28,K房地产业,19757.11404
2020-03-02,K房地产业,20655.21413
2020-03-03,K房地产业,20671.28411
2020-03-04,K房地产业,21417.63948
2020-03-05,K房地产业,21592.68109
2020-03-06,K房地产业,21063.69448
2020-03-09,K房地产业,20450.95029
2020-03-10,K房地产业,20727.48946
2020-03-11,K房地产业,20594.74767
2020-03-12,K房地产业,20297.13724
2020-03-13,K房地产业,20087.23393
2020-03-16,K房地产业,19541.69031
2020-03-17,K房地产业,19268.65174
2020-03-18,K房地产业,18529.05016
2020-03-19,K房地产业,18081.9815
2020-03-20,K房地产业,18613.05799
2020-03-23,K房地产业,17882.50993
2020-03-24,K房地产业,18298.8038
2020-03-25,K房地产业,19089.94119
2020-03-26,K房地产业,18901.58543
2020-03-27,K房地产业,19091.13785
2020-03-30,K房地产业,18859.10207
2020-03-31,K房地产业,18723.6484
2020-04-01,K房地产业,18788.80854
2020-04-02,K房地产业,18989.30367
2020-04-03,K房地产业,18968.85345
2020-04-07,K房地产业,19215.67778
2020-04-08,K房地产业,19147.60218
2020-04-09,K房地产业,19109.48301
2020-04-10,K房地产业,19034.73055
2020-04-13,K房地产业,18964.51567
2020-04-14,K房地产业,19303.61494
2020-04-15,K房地产业,19053.14518
2020-04-16,K房地产业,19104.6498
2020-04-17,K房地产业,19190.25476
2020-04-20,K房地产业,19161.86072
2020-04-21,K房地产业,18919.76114
2020-04-22,K房地产业,19018.36039
2020-04-23,K房地产业,19004.03664
2020-04-24,K房地产业,18822.57559
2020-04-27,K房地产业,18992.31973
2020-04-28,K房地产业,18895.60388
2020-04-29,K房地产业,19220.4211
2020-04-30,K房地产业,19316.00883
2020-05-06,K房地产业,19284.18329
2020-05-07,K房地产业,19132.87909
2020-05-08,K房地产业,19326.44825
2020-05-11,K房地产业,19219.07681
2020-05-12,K房地产业,19021.074
2020-05-13,K房地产业,19064.82495
2020-05-14,K房地产业,18937.94476
2020-05-15,K房地产业,18992.84952
2020-05-18,K房地产业,19093.28566
2020-05-19,K房地产业,19077.46598
2020-05-20,K房地产业,18886.60604
2020-05-21,K房地产业,18853.75292
2020-05-22,K房地产业,18493.71522
2020-05-25,K房地产业,18769.43645
2020-05-26,K房地产业,18960.90265
2020-05-27,K房地产业,19016.13189
2020-05-28,K房地产业,19082.40188
2020-05-29,K房地产业,18900.85732
2020-06-01,K房地产业,18101.3611
2020-06-02,K房地产业,18414.82967
2020-06-03,K房地产业,18322.39459
2020-06-04,K房地产业,18210.62894
2020-06-05,K房地产业,18170.07298
2020-06-08,K房地产业,19604.85984
2019-12-02,L租赁商务,5920.126919
2019-12-03,L租赁商务,5942.084916
2019-12-04,L租赁商务,5947.822017
2019-12-05,L租赁商务,5995.937677
2019-12-06,L租赁商务,6011.417203
2019-12-09,L租赁商务,5989.425354
2019-12-10,L租赁商务,6056.070087
2019-12-11,L租赁商务,6078.088116
2019-12-12,L租赁商务,6032.259554
2019-12-13,L租赁商务,6139.400481
2019-12-16,L租赁商务,6106.604796
2019-12-17,L租赁商务,6136.623745
2019-12-18,L租赁商务,6169.497821
2019-12-19,L租赁商务,6219.053975
2019-12-20,L租赁商务,6239.506911
2019-12-23,L租赁商务,6125.606367
2019-12-24,L租赁商务,6202.927189
2019-12-25,L租赁商务,6215.533605
2019-12-26,L租赁商务,6278.760634
2019-12-27,L租赁商务,6295.610964
2019-12-30,L租赁商务,6316.945421
2019-12-31,L租赁商务,6323.773472
2020-01-02,L租赁商务,6503.608457
2020-01-03,L租赁商务,6571.759079
2020-01-06,L租赁商务,6559.325463
2020-01-07,L租赁商务,6688.519363
2020-01-08,L租赁商务,6592.676173
2020-01-09,L租赁商务,6748.454434
2020-01-10,L租赁商务,6749.486706
2020-01-13,L租赁商务,6697.405782
2020-01-14,L租赁商务,6630.588543
2020-01-15,L租赁商务,6593.035778
2020-01-16,L租赁商务,6581.264755
2020-01-17,L租赁商务,6556.354123
2020-01-20,L租赁商务,6491.665438
2020-01-21,L租赁商务,6297.873024
2020-01-22,L租赁商务,6320.483658
2020-01-23,L租赁商务,6061.907154
2020-02-03,L租赁商务,5458.413333
2020-02-04,L租赁商务,5381.880042
2020-02-05,L租赁商务,5513.020511
2020-02-06,L租赁商务,5661.387159
2020-02-07,L租赁商务,5701.049662
2020-02-10,L租赁商务,5776.02207
2020-02-11,L租赁商务,5802.712025
2020-02-12,L租赁商务,5717.583698
2020-02-13,L租赁商务,5618.141913
2020-02-14,L租赁商务,5836.218499
2020-02-17,L租赁商务,5999.65094
2020-02-18,L租赁商务,6010.413946
2020-02-19,L租赁商务,6028.490767
2020-02-20,L租赁商务,6181.540521
2020-02-21,L租赁商务,6169.457269
2020-02-24,L租赁商务,6118.018068
2020-02-25,L租赁商务,6068.175219
2020-02-26,L租赁商务,6028.812184
2020-02-27,L租赁商务,6020.864654
2020-02-28,L租赁商务,5728.08099
2020-03-02,L租赁商务,5883.013295
2020-03-03,L租赁商务,5952.188292
2020-03-04,L租赁商务,6039.474281
2020-03-05,L租赁商务,6214.799258
2020-03-06,L租赁商务,6170.500209
2020-03-09,L租赁商务,5926.40426
2020-03-10,L租赁商务,6046.383018
2020-03-11,L租赁商务,6025.161805
2020-03-12,L租赁商务,5872.516887
2020-03-13,L租赁商务,5885.952847
2020-03-16,L租赁商务,5577.887759
2020-03-17,L租赁商务,5528.065342
2020-03-18,L租赁商务,5383.422102
2020-03-19,L租赁商务,5346.287141
2020-03-20,L租赁商务,5482.230173
2020-03-23,L租赁商务,5281.036866
2020-03-24,L租赁商务,5374.489568
2020-03-25,L租赁商务,5473.258618
2020-03-26,L租赁商务,5388.626223
2020-03-27,L租赁商务,5375.566084
2020-03-30,L租赁商务,5190.99213
2020-03-31,L租赁商务,5234.924813
2020-04-01,L租赁商务,5235.600652
2020-04-02,L租赁商务,5356.686022
2020-04-03,L租赁商务,5315.737633
2020-04-07,L租赁商务,5481.854162
2020-04-08,L租赁商务,5489.168258
2020-04-09,L租赁商务,5572.644827
2020-04-10,L租赁商务,5483.410148
2020-04-13,L租赁商务,5434.078094
2020-04-14,L租赁商务,5555.759815
2020-04-15,L租赁商务,5486.43922
2020-04-16,L租赁商务,5554.677245
2020-04-17,L租赁商务,5644.215357
2020-04-20,L租赁商务,5735.350026
2020-04-21,L租赁商务,5795.206291
2020-04-22,L租赁商务,5941.740846
2020-04-23,L租赁商务,5965.190016
2020-04-24,L租赁商务,5954.77701
2020-04-27,L租赁商务,5972.599726
2020-04-28,L租赁商务,5938.132036
2020-04-29,L租赁商务,5973.592053
2020-04-30,L租赁商务,5996.601254
2020-05-06,L租赁商务,6062.383428
2020-05-07,L租赁商务,6074.869357
2020-05-08,L租赁商务,6144.106478
2020-05-11,L租赁商务,6101.797202
2020-05-12,L租赁商务,6156.45543
2020-05-13,L租赁商务,6207.540638
2020-05-14,L租赁商务,6151.418818
2020-05-15,L租赁商务,6172.31774
2020-05-18,L租赁商务,6124.494927
2020-05-19,L租赁商务,6231.512956
2020-05-20,L租赁商务,6184.943871
2020-05-21,L租赁商务,6184.352442
2020-05-22,L租赁商务,6069.798605
2020-05-25,L租赁商务,6144.225842
2020-05-26,L租赁商务,6421.098627
2020-05-27,L租赁商务,6392.22611
2020-05-28,L租赁商务,6425.884242
2020-05-29,L租赁商务,6632.604145
2020-06-01,L租赁商务,6857.343931
2020-06-02,L租赁商务,6796.080929
2020-06-03,L租赁商务,6912.078503
2020-06-04,L租赁商务,6965.881853
2020-06-05,L租赁商务,7078.030454
2020-06-08,L租赁商务,7047.371886
2019-12-02,M科研技术,4255.700187
2019-12-03,M科研技术,4275.752691
2019-12-04,M科研技术,4311.864685
2019-12-05,M科研技术,4378.787621
2019-12-06,M科研技术,4405.906368
2019-12-09,M科研技术,4380.537434
2019-12-10,M科研技术,4399.470108
2019-12-11,M科研技术,4389.791836
2019-12-12,M科研技术,4373.460002
2019-12-13,M科研技术,4473.500217
2019-12-16,M科研技术,4538.488524
2019-12-17,M科研技术,4607.568549
2019-12-18,M科研技术,4545.281696
2019-12-19,M科研技术,4585.833244
2019-12-20,M科研技术,4524.389283
2019-12-23,M科研技术,4469.408989
2019-12-24,M科研技术,4495.793967
2019-12-25,M科研技术,4506.107319
2019-12-26,M科研技术,4547.071028
2019-12-27,M科研技术,4502.253085
2019-12-30,M科研技术,4499.86436
2019-12-31,M科研技术,4536.534826
2020-01-02,M科研技术,4567.822658
2020-01-03,M科研技术,4523.64391
2020-01-06,M科研技术,4462.588539
2020-01-07,M科研技术,4534.524958
2020-01-08,M科研技术,4474.579379
2020-01-09,M科研技术,4608.765109
2020-01-10,M科研技术,4609.379864
2020-01-13,M科研技术,4686.706061
2020-01-14,M科研技术,4711.547661
2020-01-15,M科研技术,4762.11315
2020-01-16,M科研技术,4783.994463
2020-01-17,M科研技术,4815.792183
2020-01-20,M科研技术,4895.02499
2020-01-21,M科研技术,4875.825433
2020-01-22,M科研技术,4851.409463
2020-01-23,M科研技术,4726.311336
2020-02-03,M科研技术,4474.845158
2020-02-04,M科研技术,4564.110472
2020-02-05,M科研技术,4629.70723
2020-02-06,M科研技术,4819.511299
2020-02-07,M科研技术,4795.056853
2020-02-10,M科研技术,4879.528464
2020-02-11,M科研技术,4830.33307
2020-02-12,M科研技术,4920.797116
2020-02-13,M科研技术,4869.818274
2020-02-14,M科研技术,4933.303609
2020-02-17,M科研技术,5114.14119
2020-02-18,M科研技术,5129.111099
2020-02-19,M科研技术,5051.221775
2020-02-20,M科研技术,5087.44194
2020-02-21,M科研技术,5120.623803
2020-02-24,M科研技术,5165.590771
2020-02-25,M科研技术,5224.338794
2020-02-26,M科研技术,5065.878574
2020-02-27,M科研技术,5074.612018
2020-02-28,M科研技术,4871.996803
2020-03-02,M科研技术,5095.15583
2020-03-03,M科研技术,5231.111816
2020-03-04,M科研技术,5305.666383
2020-03-05,M科研技术,5358.35283
2020-03-06,M科研技术,5343.727206
2020-03-09,M科研技术,5154.263148
2020-03-10,M科研技术,5201.699817
2020-03-11,M科研技术,5092.450661
2020-03-12,M科研技术,4941.816296
2020-03-13,M科研技术,4842.337116
2020-03-16,M科研技术,4541.076631
2020-03-17,M科研技术,4529.194413
2020-03-18,M科研技术,4500.043115
2020-03-19,M科研技术,4472.820688
2020-03-20,M科研技术,4562.599809
2020-03-23,M科研技术,4328.630838
2020-03-24,M科研技术,4465.375156
2020-03-25,M科研技术,4656.26373
2020-03-26,M科研技术,4699.25188
2020-03-27,M科研技术,4680.660842
2020-03-30,M科研技术,4556.313116
2020-03-31,M科研技术,4642.645277
2020-04-01,M科研技术,4603.75554
2020-04-02,M科研技术,4707.842862
2020-04-03,M科研技术,4716.114494
2020-04-07,M科研技术,4867.216735
2020-04-08,M科研技术,4862.630987
2020-04-09,M科研技术,5020.902785
2020-04-10,M科研技术,4920.806636
2020-04-13,M科研技术,4958.109515
2020-04-14,M科研技术,5050.236309
2020-04-15,M科研技术,5043.220302
2020-04-16,M科研技术,5286.286491
2020-04-17,M科研技术,5239.868885
2020-04-20,M科研技术,5472.991084
2020-04-21,M科研技术,5416.76016
2020-04-22,M科研技术,5441.77971
2020-04-23,M科研技术,5415.301032
2020-04-24,M科研技术,5275.780621
2020-04-27,M科研技术,5340.073734
2020-04-28,M科研技术,5306.356755
2020-04-29,M科研技术,5183.32401
2020-04-30,M科研技术,5247.484225
2020-05-06,M科研技术,5282.800637
2020-05-07,M科研技术,5291.451259
2020-05-08,M科研技术,5358.82471
2020-05-11,M科研技术,5340.077753
2020-05-12,M科研技术,5445.130231
2020-05-13,M科研技术,5534.150273
2020-05-14,M科研技术,5475.477814
2020-05-15,M科研技术,5468.010575
2020-05-18,M科研技术,5519.1328
2020-05-19,M科研技术,5581.774777
2020-05-20,M科研技术,5499.522556
2020-05-21,M科研技术,5498.217263
2020-05-22,M科研技术,5334.069382
2020-05-25,M科研技术,5405.693594
2020-05-26,M科研技术,5588.948597
2020-05-27,M科研技术,5473.76108
2020-05-28,M科研技术,5435.085449
2020-05-29,M科研技术,5597.205602
2020-06-01,M科研技术,5763.32433
2020-06-02,M科研技术,5722.402069
2020-06-03,M科研技术,5823.764456
2020-06-04,M科研技术,5880.323523
2020-06-05,M科研技术,5899.899388
2020-06-08,M科研技术,5815.332054
2019-12-02,N公共设施,2898.333707
2019-12-03,N公共设施,2897.245905
2019-12-04,N公共设施,2892.91101
2019-12-05,N公共设施,2919.270959
2019-12-06,N公共设施,2949.302954
2019-12-09,N公共设施,2959.661903
2019-12-10,N公共设施,2958.223261
2019-12-11,N公共设施,2941.632838
2019-12-12,N公共设施,2933.071576
2019-12-13,N公共设施,2957.626956
2019-12-16,N公共设施,2985.556787
2019-12-17,N公共设施,3022.326989
2019-12-18,N公共设施,3016.483423
2019-12-19,N公共设施,3023.464964
2019-12-20,N公共设施,3020.069864
2019-12-23,N公共设施,2960.126446
2019-12-24,N公共设施,2982.613927
2019-12-25,N公共设施,2978.392734
2019-12-26,N公共设施,2993.051031
2019-12-27,N公共设施,2983.461175
2019-12-30,N公共设施,3002.217447
2019-12-31,N公共设施,3014.327991
2020-01-02,N公共设施,3069.153176
2020-01-03,N公共设施,3092.801297
2020-01-06,N公共设施,3136.241344
2020-01-07,N公共设施,3188.000054
2020-01-08,N公共设施,3136.213421
2020-01-09,N公共设施,3179.026502
2020-01-10,N公共设施,3188.269851
2020-01-13,N公共设施,3230.613392
2020-01-14,N公共设施,3365.624339
2020-01-15,N公共设施,3361.490345
2020-01-16,N公共设施,3352.929641
2020-01-17,N公共设施,3333.915491
2020-01-20,N公共设施,3350.970953
2020-01-21,N公共设施,3300.279224
2020-01-22,N公共设施,3282.961885
2020-01-23,N公共设施,3228.204348
2020-02-03,N公共设施,2925.464568
2020-02-04,N公共设施,2931.860955
2020-02-05,N公共设施,3019.069331
2020-02-06,N公共设施,3162.576306
2020-02-07,N公共设施,3327.530336
2020-02-10,N公共设施,3373.09889
2020-02-11,N公共设施,3270.197615
2020-02-12,N公共设施,3310.281324
2020-02-13,N公共设施,3313.471297
2020-02-14,N公共设施,3303.748674
2020-02-17,N公共设施,3382.665946
2020-02-18,N公共设施,3425.034153
2020-02-19,N公共设施,3428.533728
2020-02-20,N公共设施,3452.367358
2020-02-21,N公共设施,3473.816073
2020-02-24,N公共设施,3479.206729
2020-02-25,N公共设施,3423.869464
2020-02-26,N公共设施,3423.764051
2020-02-27,N公共设施,3546.895019
2020-02-28,N公共设施,3392.296571
2020-03-02,N公共设施,3578.956024
2020-03-03,N公共设施,3644.264426
2020-03-04,N公共设施,3748.100514
2020-03-05,N公共设施,3777.401276
2020-03-06,N公共设施,3364.237975
2020-03-09,N公共设施,3243.281746
2020-03-10,N公共设施,3295.624653
2020-03-11,N公共设施,3294.014967
2020-03-12,N公共设施,3583.86682
2020-03-13,N公共设施,3506.53751
2020-03-16,N公共设施,3380.857409
2020-03-17,N公共设施,3391.050766
2020-03-18,N公共设施,3331.116685
2020-03-19,N公共设施,3329.568845
2020-03-20,N公共设施,3434.303129
2020-03-23,N公共设施,3318.46081
2020-03-24,N公共设施,3388.135547
2020-03-25,N公共设施,3449.163207
2020-03-26,N公共设施,3397.622605
2020-03-27,N公共设施,3379.701179
2020-03-30,N公共设施,3294.936256
2020-03-31,N公共设施,3287.843824
2020-04-01,N公共设施,3262.30343
2020-04-02,N公共设施,3321.08187
2020-04-03,N公共设施,3301.712489
2020-04-07,N公共设施,3402.470334
2020-04-08,N公共设施,3442.75525
2020-04-09,N公共设施,3495.230336
2020-04-10,N公共设施,3434.831813
2020-04-13,N公共设施,3362.634956
2020-04-14,N公共设施,3423.059295
2020-04-15,N公共设施,3316.599067
2020-04-16,N公共设施,3412.856623
2020-04-17,N公共设施,3388.592742
2020-04-20,N公共设施,3513.112192
2020-04-21,N公共设施,3492.730834
2020-04-22,N公共设施,3541.783749
2020-04-23,N公共设施,3525.965568
2020-04-24,N公共设施,3456.402315
2020-04-27,N公共设施,3444.464284
2020-04-28,N公共设施,3414.753092
2020-04-29,N公共设施,3380.340684
2020-04-30,N公共设施,3446.240613
2020-05-06,N公共设施,3516.769674
2020-05-07,N公共设施,3510.598213
2020-05-08,N公共设施,3596.189757
2020-05-11,N公共设施,3600.268027
2020-05-12,N公共设施,3605.301075
2020-05-13,N公共设施,3616.021213
2020-05-14,N公共设施,3564.74007
2020-05-15,N公共设施,3566.554653
2020-05-18,N公共设施,3552.235615
2020-05-19,N公共设施,3577.843835
2020-05-20,N公共设施,3515.528967
2020-05-21,N公共设施,3483.402128
2020-05-22,N公共设施,3431.399257
2020-05-25,N公共设施,3431.545843
2020-05-26,N公共设施,3482.773631
2020-05-27,N公共设施,3487.387831
2020-05-28,N公共设施,3455.298822
2020-05-29,N公共设施,3461.487541
2020-06-01,N公共设施,3544.452285
2020-06-02,N公共设施,3556.177362
2020-06-03,N公共设施,3553.608035
2020-06-04,N公共设施,3573.360809
2020-06-05,N公共设施,3737.081765
2020-06-08,N公共设施,3707.862601
2019-12-02,O居民服务,13.4228263
2019-12-03,O居民服务,13.5403413
2019-12-04,O居民服务,13.6056274
2019-12-05,O居民服务,13.9059436
2019-12-06,O居民服务,13.9842869
2019-12-09,O居民服务,13.9581725
2019-12-10,O居民服务,14.1018019
2019-12-11,O居民服务,13.9973441
2019-12-12,O居民服务,13.8667719
2019-12-13,O居民服务,14.049573
2019-12-16,O居民服务,14.336832
2019-12-17,O居民服务,14.454347
2019-12-18,O居民服务,14.5196331
2019-12-19,O居民服务,14.5979764
2019-12-20,O居民服务,14.3237747
2019-12-23,O居民服务,13.8798291
2019-12-24,O居民服务,14.3107175
2019-12-25,O居民服务,14.4412897
2019-12-26,O居民服务,14.5457475
2019-12-27,O居民服务,14.3237747
